Timestamp,Gender,Age,Education,Region,Marital status,Delivery platform,Job duration (experience),Monthly income,Type of vehicle,Mode of carrying deliveries,Working Hours per Day,Working days per week,Number of deliveries per day,Duration of rest break,Type of break,Tobacco Consumption,Alcohol Consumption,"In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Row 1Neck]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Shoulders]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Upper back]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Lower back]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Elbows]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Wrists / Hands]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Hips / Thighs]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Knees]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Ankles / Feet]","In the past 7 days,  have you experienced discomfort in [Neck]","In the past 7 days,  have you experienced discomfort in [Lower back]","In the past 7 days,  have you experienced discomfort in [Knees]","In the past 7 days,  have you experienced discomfort in [Wrist/Hands]",Has this discomfort reduced your delivery performance?,Have you ever taken leave due to body pain caused by delivery work?,Have you consulted a doctor or physiotherapist for work-related pain?,Does riding/driving for long hours increase your discomfort?,Does carrying heavy packages worsen your discomfort?,"How mentally demanding was your delivery shift (e.g., navigating routes, managing multiple orders, handling customer calls, using the app)? [.]","How physically demanding was your delivery shift (e.g., riding/driving long distances, climbing stairs, carrying packages, weather conditions)? [.]","How rushed or time-pressured did you feel while completing your deliveries (e.g., delivery deadlines, traffic delays, app timers)? [.]",How satisfied were you with your ability to complete deliveries accurately and on time during your shift? [.],"How much effort did you have to put in to maintain your delivery performance (e.g., speed, accuracy, customer interaction)? [.]","How stressed, frustrated, or emotionally strained did you feel during your delivery shift (e.g., due to customer behaviour, traffic, ratings, earnings pressure)? [.]","Overall, how hard did your delivery work feel today? [Your rating]",How tired did your legs feel while walking/riding? [Your rating],"How hard was it to breathe during deliveries (due to speed, heat, stairs, etc.)? [Your rating]",How hard did lifting or carrying parcels feel? [Your rating],How physically stressful was working in traffic/weather conditions? [Your rating],"At the end of your shift, how exhausted did your body feel? [Your rating]",age_ord,education_ord,income_ord,job_duration_ord,work_hours_ord,work_days_ord,deliveries_ord,rest_break_ord,work_hours_num,deliveries_num,work_days_num,rest_break_num,nmq_neck,nmq_shoulders,nmq_upper_back,nmq_lower_back,nmq_elbows,nmq_wrists_hands,nmq_hips_thighs,nmq_knees,nmq_ankles_feet,d7_neck,d7_lower_back,d7_knees,d7_wrist_hands,out_reduced_perf,out_taken_leave,out_consulted_doctor,out_riding_worsens,out_carrying_worsens,vehicle_rank,carrying_contact_rank,gender_rank,region_rank,marital_rank,platform_rank,break_type_rank,tobacco_ord,alcohol_ord,workload_score,fatigue_score,force_exertion,vibration_index,workload_x_fatigue,workload_x_age,force_x_age,fatigue_x_jobdur,deliv_x_days,discomfort,exposure_severity,rank,upper_arm,lower_arm,wrist,wrist_twist,neck_position,trunk_position,legs,muscle_a,force_a,muscle_b,force_b,rula_table_a,rula_table_b,rula_table_c,qec_back,qec_shoulder_arm,qec_wrist_hand,qec_neck,qec_driving,qec_vibration,qec_work_pace,qec_stress
3/3/2026 1:06:19,Male,36-45,Degree/master's degree or higher,Local,Married,Blinkit,12 - 24 months,"20,000 - 35,000",Scooter,Backpack,> 8 hrs,7,>=31,<5 min,Uneven,Never,Never,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,50,50,25,50,100,25,1,4,4,3,4,5,2,2,2,2,3,3,3,0,9,35,7.0,2.5,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,50.0,3.5,3,9,1.75,10.0,6,7.0,245.0,1,1.833,69,3,2,3,1,2,3,1,1.0,3,1,3,4,4,7,38,46,36,18,9,4,4,9
3/3/2026 1:08:30,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"10,000 - 19,999",Motor bike,Handheld,> 8 hrs,7,21-30,16-30min,Even,Never,Never,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,75,75,0,0,0,0,3,5,4,10,4,7,0,2,1,0,3,3,2,2,9,25,7.0,23.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,1,1,0,1,1,0,0,41.7,5.5,10,18,2.294,0.0,0,0.0,175.0,1,1.722,92,3,1,2,1,2,2,1,1.0,2,1,0,4,2,6,30,28,26,28,8,8,8,16
3/3/2026 1:10:40,Female,36-45,Middle school or primary school,Local,Married,Blinkit,<6 months,"10,000 - 19,999",Scooter,Bike storage / carrier,6-8 hrs,7,>=31,16-30min,Uneven,Never,Never,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,75,75,50,50,75,100,1,4,1,1,1,5,2,0,1,0,2,3,3,2,7,35,7.0,23.0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,2,1,1,1,0,0,0,70.8,2.17,1,7,1.536,14.16,2,0.0,245.0,1,1.463,125,2,3,2,1,2,2,1,1.0,1,1,0,4,2,5,30,28,22,14,9,9,1,9
3/3/2026 1:12:54,Male,<25,High school,Local,Unmarried,Blinkit,6 -12 months,">35,000",Scooter,Bike storage / carrier,> 8 hrs,7,>=31,<5 min,Uneven,Never,Never,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,50,100,100,0,1,1,5,2,4,0,0,1,3,1,3,3,3,0,9,35,7.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,29.2,2.17,2,9,0.634,0.0,0,2.17,245.0,1,1.463,126,2,1,3,1,2,2,1,1.0,0,1,2,3,2,5,14,20,16,10,4,4,9,9
3/3/2026 1:15:00,Male,36-45,Degree/master's degree or higher,Local,Married,Blinkit,6 -12 months,"<10,000",Motor bike,Bike storage / carrier,3-5 hrs,3-4,11-20,5-15 min,Uneven,Never,Never,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,50,50,0,50,25,25,4,0,0,0,0,0,2,2,0,1,1,1,1,1,4,15,3.5,10.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,33.3,0.67,0,8,0.223,6.66,0,0.67,52.5,1,1.408,137,3,1,2,1,2,2,1,1.0,1,1,0,4,2,5,18,22,30,18,16,9,9,9
3/3/2026 1:17:27,Male,36-45,High school,Local,Married,Blinkit,<6 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,7,21-30,>30 min,Even,Never,Occasionally,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75,25,25,50,25,2,2,3,2,7,9,2,1,2,0,3,3,2,3,9,25,7.0,40.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,2,41.7,4.17,2,18,1.739,8.34,4,0.0,175.0,1,1.686,96,3,1,2,1,3,2,1,1.0,1,1,0,4,3,6,14,24,30,10,4,4,4,2
3/10/2026 15:28:03,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"10,000 - 19,999",Scooter,Backpack,> 8 hrs,7,11-20,5-15 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,75,50,100,75,100,5,5,3,9,10,0,0,2,1,0,3,3,1,1,9,15,7.0,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,1,1,0,1,1,0,0,50.0,5.33,9,9,2.665,0.0,0,0.0,105.0,0,1.592,109,4,2,2,1,2,2,1,1.0,0,1,2,4,2,6,32,32,36,14,9,9,9,16
3/10/2026 15:42:32,Female,25-35,Degree/master's degree or higher,Local,Married,Blinkit,<6 months,"20,000 - 35,000",Scooter,Backpack,6-8 hrs,7,11-20,<5 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,50,0,1,4,3,6,10,0,1,2,2,0,2,3,1,0,7,15,7.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,0,0,16.7,4.0,6,7,0.668,1.67,6,0.0,105.0,0,1.222,154,2,1,2,1,3,2,1,1.0,0,1,0,3,3,4,28,20,18,16,4,4,4,2
3/10/2026 15:52:41,Male,<25,Degree/master's degree or higher,Local,Married,Both,<6 months,"10,000 - 19,999",Scooter,Bike handle,6-8 hrs,7,11-20,<5 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,75,100,50,100,100,2,9,8,3,10,0,0,2,1,0,2,3,1,0,7,15,7.0,2.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,1,1,1,3,1,0,0,70.8,5.33,3,7,3.774,0.0,0,0.0,105.0,0,1.37,141,2,2,2,2,3,3,1,1.0,0,1,0,3,4,5,34,28,22,14,9,9,9,16
3/10/2026 15:59:40,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,6 -12 months,"20,000 - 35,000",Motor bike,Backpack,6-8 hrs,7,21-30,<5 min,Even,Never,Never,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,100,50,100,100,25,75,5,5,3,8,7,0,0,2,2,1,2,3,2,0,7,25,7.0,2.5,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2,2,1,1,0,1,1,0,0,58.3,4.67,8,14,2.723,0.0,0,4.67,175.0,1,1.741,89,3,1,2,1,3,2,1,1.0,2,1,0,4,3,6,28,30,28,18,9,9,9,6
3/10/2026 16:03:38,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"10,000 - 19,999",Scooter,Backpack,6-8 hrs,5-6,11-20,<5 min,Uneven,Never,Never,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,25,50,25,100,100,50,5,3,3,6,4,10,0,2,1,0,2,2,1,0,7,15,5.5,2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,0,1,0,0,0,41.7,5.17,6,7,2.156,0.0,0,0.0,82.5,1,1.574,111,3,1,2,1,3,2,1,1.0,0,1,1,4,3,6,16,18,20,26,9,8,8,6
3/10/2026 16:12:11,Female,25-35,Degree/master's degree or higher,Local,Unmarried,Blinkit,6 -12 months,"20,000 - 35,000",Scooter,Bike handle,6-8 hrs,7,21-30,5-15 min,Uneven,Never,Never,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,100,100,50,100,50,75,7,9,10,3,10,0,1,2,2,1,2,3,2,1,7,25,7.0,10.0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,3,2,1,0,1,0,0,0,62.5,6.5,3,7,4.062,6.25,3,6.5,175.0,1,2.389,22,3,2,3,1,2,3,1,1.0,2,1,3,4,4,7,30,36,40,18,9,4,4,4
3/10/2026 16:21:39,Male,25-35,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"10,000 - 19,999",Scooter,Backpack,6-8 hrs,7,21-30,<5 min,Uneven,Never,Never,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,25,100,0,50,0,25,3,2,3,6,6,9,1,2,1,0,2,3,2,0,7,25,7.0,2.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2,1,1,0,1,0,0,0,33.3,4.83,6,7,1.608,3.33,6,0.0,175.0,1,1.537,115,2,2,2,1,3,4,2,1.0,0,0,1,3,6,6,30,22,22,16,9,9,4,4
3/10/2026 16:23:40,Male,<25,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Unmarried,Blinkit,<6 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,7,21-30,5-15 min,Uneven,Never,Never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,100,50,50,100,25,1,0,5,0,5,5,0,2,2,0,3,3,2,1,9,25,7.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,0,58.3,2.67,0,18,1.557,0.0,0,0.0,175.0,0,1.297,150,3,2,2,1,3,2,1,1.0,0,1,0,4,3,5,20,18,26,12,4,4,4,9
3/10/2026 16:25:41,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"<10,000",Scooter,Backpack,6-8 hrs,7,11-20,5-15 min,Uneven,Never,Never,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,25,25,0,50,50,50,2,3,3,4,3,4,0,2,0,0,2,3,1,1,7,15,7.0,10.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,0,1,0,0,0,33.3,3.17,4,7,1.056,0.0,0,0.0,105.0,1,1.352,144,3,2,2,1,3,2,1,0.0,0,0,2,4,3,5,34,28,28,16,9,9,9,9
3/10/2026 16:28:34,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,7,>=31,>30 min,Uneven,Occasionally,Former User,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,100,100,25,100,100,100,2,2,4,2,7,7,0,2,2,0,3,3,3,3,9,35,7.0,40.0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,2,2,1,1,0,1,0,2,1,70.8,4.0,2,18,2.832,0.0,0,0.0,245.0,1,2.222,38,2,2,3,1,3,3,1,1.0,1,1,3,3,4,7,30,34,46,18,9,9,4,16
3/10/2026 16:30:32,Male,25-35,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Married,Blinkit,6 -12 months,">35,000",Motor bike,Backpack,> 8 hrs,7,>=31,5-15 min,Uneven,Never,Never,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,100,100,75,100,100,50,6,7,6,4,8,9,1,2,3,1,3,3,3,1,9,35,7.0,10.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,2,2,1,2,1,1,0,0,0,70.8,6.67,4,18,4.722,7.08,4,6.67,245.0,1,2.519,14,3,2,3,2,2,2,1,1.0,2,1,2,4,2,7,30,40,40,16,9,9,4,9
3/10/2026 16:34:10,Male,36-45,High school,Local,Married,Blinkit,<6 months,"<10,000",Scooter,Backpack,6-8 hrs,7,11-20,5-15 min,Even,Never,Occasionally,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,50,50,50,50,50,0,5,7,2,3,3,3,2,1,0,0,2,3,1,1,7,15,7.0,10.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,0,2,41.7,3.83,3,7,1.597,8.34,6,0.0,105.0,0,1.203,156,3,1,2,1,2,2,1,1.0,0,1,0,4,2,4,18,20,22,24,4,4,6,6
3/10/2026 16:35:44,Male,<25,Middle school or primary school,Local,Unmarried,Blinkit,6 -12 months,"10,000 - 19,999",Scooter,Bike storage / carrier,> 8 hrs,3-4,21-30,>30 min,Uneven,Never,Never,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,50,50,25,75,50,25,2,5,6,3,5,0,0,0,1,1,3,1,2,3,9,25,3.5,40.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,37.5,3.5,3,9,1.312,0.0,0,3.5,87.5,1,1.833,70,3,2,3,1,3,3,1,1.0,2,1,2,4,4,7,30,34,42,18,9,4,4,4
3/10/2026 16:38:08,Male,<25,Degree/master's degree or higher,Local,Unmarried,Blinkit,<6 months,"10,000 - 19,999",Scooter,Bike storage / carrier,6-8 hrs,5-6,11-20,<5 min,Uneven,Former User,Former User,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,75,25,50,25,50,75,2,4,1,5,6,5,0,2,1,0,2,2,1,0,7,15,5.5,2.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,58.3,3.83,5,7,2.233,0.0,0,0.0,82.5,1,1.426,133,3,2,2,1,1,2,1,1.0,1,1,0,4,2,5,30,28,20,28,4,4,6,8
3/10/2026 16:39:57,Male,25-35,Middle school or primary school,Local,Unmarried,Blinkit,6 -12 months,"10,000 - 19,999",Scooter,Backpack,> 8 hrs,7,21-30,<5 min,Uneven,Occasionally,Never,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,25,50,50,50,50,4,2,6,3,4,10,1,0,1,1,3,3,2,0,9,25,7.0,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,1,0,2,0,41.7,4.83,3,9,2.014,4.17,3,4.83,175.0,1,1.759,86,3,1,2,1,3,1,1,1.0,1,1,0,4,3,6,28,28,26,30,8,8,8,16
3/10/2026 16:41:44,Male,36-45,High school,Non-Local ( not Tamil Nadu ),Married,Blinkit,6 -12 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,5-6,11-20,5-15 min,Uneven,Never,Never,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,25,50,25,50,100,75,2,3,6,0,2,6,2,1,2,1,3,2,1,1,9,15,5.5,10.0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,2,2,1,2,1,1,0,0,0,54.2,3.17,0,18,1.718,10.84,0,3.17,82.5,1,1.797,79,3,2,2,1,2,2,1,1.0,0,1,2,4,2,6,24,28,26,14,9,9,9,16
3/10/2026 17:21:09,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,12 - 24 months,"10,000 - 19,999",Scooter,Backpack,> 8 hrs,5-6,11-20,5-15 min,Uneven,Never,Never,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50,0,0,0,0,100,2,3,3,4,6,4,1,2,1,2,3,2,1,1,9,15,5.5,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,2,0,0,0,41.7,3.67,4,9,1.53,4.17,4,7.34,82.5,1,1.519,117,3,2,2,1,2,2,1,1.0,0,1,1,4,2,5,34,30,28,18,16,8,8,8
3/10/2026 17:23:05,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"<10,000",Motor bike,Bike storage / carrier,3-5 hrs,3-4,11-20,<5 min,Uneven,Never,Never,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,50,50,25,50,50,75,3,3,1,7,5,7,0,2,0,0,1,1,1,0,4,15,3.5,2.5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,50.0,4.33,7,8,2.165,0.0,0,0.0,52.5,1,1.259,153,4,2,2,1,2,3,1,0.0,0,1,0,4,4,5,26,26,22,14,9,9,4,9
3/10/2026 17:28:08,Female,36-45,High school,Local,Married,Zepto,6 -12 months,"20,000 - 35,000",Scooter,Backpack,> 8 hrs,7,>=31,<5 min,Uneven,Never,Never,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,25,100,0,50,0,100,0,3,3,3,10,0,2,1,2,1,3,3,3,0,9,35,7.0,2.5,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,2,2,1,1,2,0,0,0,45.8,3.17,3,9,1.452,9.16,6,3.17,245.0,1,1.797,80,3,2,2,1,2,1,1,1.0,0,1,2,4,2,6,28,32,32,16,9,9,4,9
3/10/2026 17:29:56,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,6 -12 months,">35,000",Motor bike,Bike storage / carrier,> 8 hrs,7,<=10,<5 min,Uneven,Never,Never,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,50,50,75,75,50,75,5,4,9,7,6,2,0,2,3,1,3,3,0,0,9,5,7.0,2.5,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,0,2,0,0,0,54.2,5.5,7,18,2.981,0.0,0,5.5,35.0,1,2.056,49,3,2,3,1,4,3,1,1.0,2,1,1,4,6,7,30,30,42,18,9,4,9,16
3/10/2026 17:33:12,Male,25-35,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"10,000 - 19,999",Motor bike,Bike storage / carrier,6-8 hrs,3-4,11-20,<5 min,Uneven,Never,Never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,25,75,50,50,1,1,2,2,2,1,1,2,1,0,2,1,1,0,7,15,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,33.3,1.5,2,14,0.499,3.33,2,0.0,52.5,0,0.944,174,2,2,2,1,2,2,1,1.0,0,1,1,3,2,4,20,18,26,10,4,4,4,9
3/10/2026 17:48:34,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"<10,000",Motor bike,Backpack,6-8 hrs,3-4,11-20,<5 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50,25,25,25,25,75,3,4,2,3,7,5,0,2,0,0,2,1,1,0,7,15,3.5,2.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,1,0,2,1,0,0,45.8,4.0,3,14,1.832,0.0,0,0.0,52.5,0,1.222,155,2,1,2,1,2,2,1,1.0,1,1,0,3,2,4,32,38,30,28,6,6,6,4
3/10/2026 17:50:34,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,<6 months,">35,000",Scooter,Backpack,> 8 hrs,7,21-30,<5 min,Uneven,Never,Never,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,50,50,0,100,100,100,3,3,1,3,2,7,1,2,3,0,3,3,2,0,9,25,7.0,2.5,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,2,1,1,1,2,0,0,0,50.0,3.17,3,9,1.585,5.0,3,0.0,175.0,1,2.019,57,2,2,3,1,2,2,1,1.0,3,1,3,3,2,7,26,34,34,10,9,4,4,4
3/10/2026 17:52:14,Male,25-35,Degree/master's degree or higher,Local,Unmarried,Zepto,6 -12 months,"20,000 - 35,000",Scooter,Backpack,> 8 hrs,7,>=31,>30 min,Uneven,Never,Never,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,100,25,100,100,75,2,6,9,7,8,10,1,2,2,1,3,3,3,3,9,35,7.0,40.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,0,2,0,0,0,50.0,7.0,7,9,3.5,5.0,7,7.0,245.0,1,2.778,10,3,1,2,1,2,3,1,1.0,2,1,0,4,4,7,28,26,24,28,8,8,8,16
3/10/2026 17:53:55,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,12 - 24 months,"10,000 - 19,999",Scooter,Backpack,6-8 hrs,5-6,>=31,5-15 min,Uneven,Never,Never,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,50,50,0,75,75,75,1,2,9,7,9,0,1,2,1,2,2,2,3,1,7,35,5.5,10.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,1,2,0,0,0,45.8,4.67,7,7,2.139,4.58,7,9.34,192.5,1,1.741,90,3,1,2,1,2,2,1,1.0,2,1,0,4,2,6,26,26,22,16,8,8,8,6
3/10/2026 17:55:54,Female,36-45,High school,Local,Married,Zepto,>24 months,"20,000 - 35,000",Scooter,Backpack,> 8 hrs,7,21-30,<5 min,Uneven,Never,Never,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,75,0,0,75,0,25,0,1,3,3,10,0,2,1,2,3,3,3,2,0,9,25,7.0,2.5,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,2,2,1,1,2,0,0,0,20.8,2.83,3,9,0.589,4.16,6,8.49,175.0,1,2.092,47,2,1,3,1,3,2,1,1.0,3,1,3,3,3,7,30,36,42,18,4,4,9,4
3/10/2026 17:58:06,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"10,000 - 19,999",Motor bike,Backpack,3-5 hrs,7,21-30,<5 min,Uneven,Never,Occasionally,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,50,75,25,100,75,75,6,7,1,8,6,9,0,2,1,0,1,3,2,0,4,25,7.0,2.5,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,2,2,1,1,0,2,0,0,2,50.0,6.17,8,8,3.085,0.0,0,0.0,175.0,1,1.574,112,2,1,2,1,3,3,1,1.0,0,1,1,3,4,6,28,28,30,36,10,8,8,9
3/10/2026 18:32:17,Female,36-45,High school,Local,Married,Both,6 -12 months,"<10,000",Scooter,Backpack,6-8 hrs,5-6,11-20,<5 min,Even,Never,Never,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,25,25,100,25,50,50,2,4,9,4,6,1,2,1,0,1,2,2,1,0,7,15,5.5,2.5,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,2,1,1,3,1,0,0,54.2,4.33,4,7,2.347,10.84,8,4.33,82.5,1,1.814,74,3,2,2,2,3,2,1,1.0,2,1,0,4,3,6,28,28,30,14,9,9,4,16
3/10/2026 18:33:43,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"10,000 - 19,999",Motor bike,Backpack,6-8 hrs,5-6,21-30,<5 min,Uneven,Never,Never,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,75,75,25,50,75,100,7,10,5,10,7,10,0,2,1,0,2,2,2,0,7,25,5.5,2.5,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,2,2,1,1,0,2,0,0,0,66.7,8.17,10,14,5.449,0.0,0,0.0,137.5,1,2.241,33,4,2,3,2,3,3,1,1.0,3,1,3,5,4,7,28,36,36,14,4,4,9,4
3/10/2026 18:35:20,Male,25-35,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,5-6,21-30,5-15 min,Uneven,Never,Occasionally,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,50,50,75,100,100,75,4,2,6,7,7,8,1,2,2,0,3,2,2,1,9,25,5.5,10.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2,2,1,1,0,2,0,0,2,58.3,5.67,7,18,3.306,5.83,7,0.0,137.5,1,1.963,64,3,2,3,1,4,3,1,1.0,2,1,2,4,6,7,28,34,28,14,9,9,9,9
3/10/2026 18:37:21,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"10,000 - 19,999",Motor bike,Handheld,6-8 hrs,3-4,11-20,<5 min,Uneven,Never,Never,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,50,50,50,50,50,25,0,9,7,9,10,1,0,2,1,0,2,1,1,0,7,15,3.5,2.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,4,1,1,0,2,0,0,0,45.8,6.0,9,14,2.748,0.0,0,0.0,52.5,0,1.444,129,4,2,2,1,3,2,1,1.0,0,1,0,4,3,5,30,28,24,28,6,6,6,6
